age,income,rent,food,transport,entertainment,shopping,education,misc,financial_literacy_score,saving_habit_score,total_expense,savings
28,61434,18846,11060,2961,5772,7976,5580,1717,8,9,53912,10893
25,41515,19885,6587,3989,2591,3421,6758,4341,9,6,47572,-1712
23,73001,14068,8438,3169,3188,2651,18,2139,9,8,33671,44621
29,73397,19099,8600,2173,6629,3213,7866,773,6,4,48353,26612
27,76415,7330,11361,2863,2068,8423,2959,3228,2,4,38232,38116
18,31960,11180,7357,4468,1370,2215,3817,1365,1,8,31772,3380
25,60778,18595,2739,4223,1009,3959,2141,3694,4,3,36360,24831
27,45941,19137,11982,4001,2963,7394,3814,3050,6,5,52341,-4086
20,55955,17473,10615,3314,4533,2389,5474,1690,2,3,45488,12228
25,71908,5750,5055,848,2956,5156,6017,1982,6,1,27764,46821
29,79067,13881,6387,2622,4891,2395,127,3163,1,3,33466,47209
21,70696,18819,4203,4633,2388,3427,2362,2038,6,6,37870,35000
25,33429,6929,5922,4017,2750,3193,7983,4567,5,6,35361,-15
28,29847,16796,3957,711,5171,5752,2028,2691,2,7,37106,-6312
18,62191,7813,7326,4029,5510,4741,6525,1646,4,3,37590,25169
20,49256,3724,3789,5586,1484,5750,5890,2883,9,9,29106,22943
23,43774,3494,8401,5380,1295,3061,1945,4180,2,10,27756,18313
26,24127,10437,2584,4136,6589,2326,1883,832,5,9,28787,-1707
19,43205,9160,8178,4600,6354,4006,3546,3807,3,2,39651,5098
28,73764,10575,5200,1766,1347,5431,5517,563,2,8,30399,46498
18,53664,2284,3342,647,1891,7702,7409,3765,10,2,27040,29437
27,71795,17315,6190,2209,6217,2975,3698,1693,8,2,40297,33579
20,47333,7083,11400,3522,3493,6977,3223,2511,10,6,38209,13866
21,51079,10491,6785,5942,4957,5917,7586,2143,9,8,43821,10375
28,39259,2900,11357,4490,5071,3684,1651,2323,6,1,31476,10466
22,41571,3459,6756,3964,4899,5221,4065,3564,5,8,31928,13361
20,66119,15680,8025,4336,2732,4652,2558,4281,7,8,42264,28439
27,23009,4533,9455,3821,2812,3744,6615,696,3,4,31676,-7230
28,76829,8579,3062,5023,1937,1193,5381,523,6,6,25698,52763
19,53230,19189,10717,868,901,3573,760,3826,7,2,39834,15656
19,71049,9595,6502,4480,2720,7099,701,1076,1,1,32173,39400
24,51498,3921,11574,5243,6347,4040,5598,1091,4,7,37814,16211
26,43820,6972,6981,1970,1377,2119,6647,2555,7,7,28621,18998
27,55315,4387,8612,3593,3654,4414,4828,3020,10,3,32508,24926
19,47795,12730,6968,3097,6209,4373,2303,865,6,3,36545,12423
24,54191,16830,8066,5134,5941,1064,6435,4576,10,10,48046,11871
24,69453,3996,7400,3853,1406,1140,3356,3643,2,1,24794,46246
28,27453,6825,7684,1802,4941,662,5260,3453,8,1,30627,-1042
24,65325,7282,8838,5739,1595,4846,7047,4658,7,2,40005,27646
20,64490,15869,9353,3824,4022,8204,3726,3097,2,10,48095,17873
29,89796,17451,3987,2394,2306,4924,1312,3848,9,3,36222,56753
24,64993,2104,6067,4562,6496,4964,6906,2086,6,4,33185,32742
18,60706,10630,7068,3024,2176,4208,4952,4077,2,8,36135,27161
27,57817,19905,6104,1588,707,7249,143,1165,5,5,36861,22624
18,79544,3351,10877,1826,1865,637,4180,1292,1,2,24028,56984
22,70710,4698,9806,4769,5652,7606,2739,3781,2,7,39051,33804
19,65799,18892,8654,1783,6001,7742,4196,3011,9,8,50279,20084
26,75964,17300,5734,3856,1909,4751,3308,2792,10,3,39650,38287
24,68678,7310,8804,1602,5584,1558,3489,2976,1,6,31323,39008
21,86150,8190,3241,1567,3425,5114,204,2526,4,10,24267,65258
21,75438,15166,5500,1244,4757,4777,5921,547,9,8,37912,39929
19,76926,19658,11853,3574,2563,8861,2174,2561,4,10,51244,30235
22,18801,4822,7730,2990,3290,5913,7100,2938,10,6,34783,-13167
21,56048,18447,7530,2626,745,6342,3022,3225,1,10,41937,15743
29,55144,5921,5261,4264,5665,4403,7016,3684,5,6,36214,21843
18,25148,19243,9264,3362,3102,7724,7957,1610,6,8,52262,-22685
29,34861,13019,5843,3578,5667,3551,4402,994,1,1,37054,-2624
25,76717,3547,6825,1382,6323,4166,6403,4844,8,2,33490,46726
20,37480,4076,3981,3060,3981,3260,3836,2148,1,3,24342,13850
23,33637,15962,2647,5291,1977,4335,2224,3797,6,7,36233,-446
21,59621,18820,5923,4334,6785,1860,7918,3754,9,1,49394,11058
26,75304,15908,3982,3274,2997,4473,7846,4676,3,4,43156,33658
24,62431,5657,7255,576,5808,3329,726,2464,5,3,25815,38291
26,71172,19146,4019,3614,6350,645,3276,4358,1,8,41408,30522
27,40437,2735,11014,3728,1980,2873,199,3664,1,7,26193,16437
20,23149,9214,6674,5839,2287,729,4608,2229,2,1,31580,-8793
18,29671,13856,10071,1512,5568,5888,7336,4183,6,9,48414,-16579
22,38119,6094,8980,4785,2312,5180,433,1195,7,4,28979,12073
20,61117,6728,4832,1374,4711,8549,6652,4308,5,7,37154,27363
23,31279,5729,11212,4857,3423,3165,5584,4981,1,6,38951,-6823
25,83835,9241,11273,4056,3061,4093,3856,3954,1,3,39534,46268
28,19803,19460,9102,2825,3446,3329,1287,3202,1,6,42651,-21029
21,75805,12472,7991,2225,4608,3836,4674,2993,3,7,38799,39888
22,33201,3830,6208,4488,2824,8316,1884,1791,4,5,29341,6147
22,43634,12090,5675,2854,5871,1741,4213,4854,8,10,37298,11265
21,29760,19057,3779,4467,1415,5548,4181,753,9,4,39200,-5766
21,25826,18932,6696,3154,1392,3795,4330,1788,5,6,40087,-10769
21,60775,16432,6537,3727,6871,3862,4417,929,4,10,42775,21176
21,89676,2895,10419,4895,4812,1888,6401,2077,10,8,33387,60176
21,21798,19297,2873,2894,3296,8797,7151,1688,9,7,45996,-19655
22,81103,19560,6766,5021,4889,6252,6160,4272,6,3,52920,30186
19,88502,9273,5428,541,3315,2321,5704,4878,3,2,31460,57402
19,66410,8696,11483,5233,6924,8976,2720,569,7,10,44601,27151
26,55888,17042,7604,2348,5785,1095,2524,3665,9,5,40063,19850
19,64047,16900,11219,2624,5762,7155,1756,2846,10,9,48262,19088
23,60955,14434,5549,4691,5093,8377,4789,2518,2,10,45451,17874
19,16982,19906,10312,3366,1476,6284,5483,3360,9,5,50187,-28764
22,48864,9477,10933,5332,1249,7384,7416,2437,2,10,44228,8503
21,54265,4802,5881,2146,4055,6549,7621,3833,5,1,34887,22081
29,61313,5122,11701,704,3668,4105,6762,2546,1,9,34608,30059
24,59350,14782,11434,5907,5299,7787,2949,2688,2,2,50846,10700
24,30378,4456,6789,3834,3515,1195,947,1753,7,2,22489,8651
23,84815,4320,9445,4159,4126,3544,7268,2236,4,6,35098,50685
27,42924,12697,6352,1154,768,2446,2860,802,7,3,27079,16973
22,22312,19527,9471,2862,6852,3222,768,3834,4,5,46536,-21496
18,45353,13964,9059,1892,3528,2306,2895,1050,1,5,34694,11240
29,31192,10237,7649,4168,6156,8641,6962,2219,6,3,46032,-13831
20,32450,6406,11904,5871,6948,8801,394,4808,9,8,45132,-8159
26,20432,9591,7008,5952,1511,8625,789,902,6,3,34378,-11026
18,72225,5119,9317,5339,2635,3139,5793,3854,7,6,35196,40196
22,80604,19784,10785,784,5739,4383,896,4149,7,10,46520,39036
19,25295,5511,3033,1840,1748,4225,6476,1319,1,5,24152,3903
21,21774,5828,2211,1011,3707,8764,7216,856,2,7,29593,-6600
28,27190,18949,8057,3555,1262,5473,365,607,1,6,38268,-10735
18,46286,9651,11597,4624,3471,3264,4912,3912,1,9,41431,6729
20,87427,11092,7508,4311,1222,4489,6649,1105,8,2,36376,53043
27,79014,12370,7017,3865,1905,1091,5801,2357,4,10,34406,49160
24,70256,13784,10122,3578,6654,8716,603,3536,10,6,46993,25866
27,73630,4771,10125,5137,938,6820,7088,2771,8,10,37650,38880
20,77771,8777,8479,2762,814,5898,7436,1215,5,10,35381,45869
21,66715,2113,11113,5222,2612,5839,4325,3306,1,5,34530,33000
19,22466,2531,6062,4523,5496,4399,7005,2414,9,9,32430,-4519
20,32637,11714,9348,714,1091,7337,1785,1978,3,2,33967,-973
26,83745,5410,9942,5783,6087,7820,6371,1461,7,8,42874,44410
20,51317,11236,9945,3741,5240,2376,1731,4358,7,7,38627,15197
28,64766,10324,5238,2768,4790,8170,3213,4421,10,1,38924,28917
22,18078,13159,3493,5619,6033,658,931,1717,10,3,31610,-10338
19,42299,3726,3577,3831,4170,1233,4791,1056,4,4,22384,21070
21,18543,10217,3597,2808,2409,4954,3286,883,8,8,28154,-5571
29,66052,4648,4428,2337,4596,2528,5700,4985,8,2,29222,37494
24,37064,14832,2312,5619,4963,7343,5165,4252,2,8,44486,-5119
24,87287,11453,8686,1065,6542,1264,4110,3490,8,2,36610,54222
29,29425,4065,6075,4191,2923,691,1366,1418,5,3,20729,10211
20,66481,2933,2003,4398,3762,8935,135,4412,2,8,26578,43635
22,87317,3050,9061,1300,4885,7637,1657,3464,6,9,31054,60992
18,65530,9116,11077,1778,5395,1600,2743,3470,8,5,35179,33540
27,40888,13106,7218,1801,3770,4552,5386,4122,4,4,39955,2403
27,42491,8878,2191,4130,4830,1293,6854,2257,10,3,30433,14122
27,47352,2792,4380,5241,1753,5598,3990,3599,9,3,27353,23348
28,36676,13367,3235,5584,3797,8782,4780,1351,8,9,40896,-961
18,80836,7963,9762,4004,1953,7211,4717,2722,7,4,38332,45608
22,52463,11547,9931,1491,695,2141,7784,1058,7,2,34647,18985
27,63990,3385,4403,5224,6086,3858,3482,3959,8,4,30397,35236
26,78627,19444,8021,3025,1289,4356,1822,3760,7,3,41717,40358
18,35221,11563,9420,2929,2704,2416,2222,4079,1,5,35333,1483
18,87843,6138,8734,5414,3567,546,4596,3152,5,4,32147,57774
21,66313,19533,10453,3100,4053,8682,3943,4174,2,2,53938,14407
21,44251,16344,4369,5942,4949,2854,1345,3060,5,10,38863,8391
19,61586,9693,4467,3660,1312,613,875,2582,5,1,23202,39204
26,89418,13394,6427,2639,6304,1581,2415,2539,6,1,35299,54845
26,68884,8327,3259,876,5430,4639,7134,599,6,1,30264,39044
19,67620,5353,4054,1604,3080,7650,7740,2168,6,3,31649,38385
26,25040,15364,2533,2647,2031,2089,775,3807,7,2,29246,-1573
23,86677,17205,4119,2113,904,8213,3904,2458,2,4,38916,48398
25,60878,6628,3523,5742,3247,5355,4504,3154,4,3,32153,30274
27,20969,7327,5457,3347,3344,6530,2832,2587,5,7,31424,-7701
21,28162,16281,4589,3967,2836,2025,5789,1759,10,8,37246,-4625
19,80435,18452,6419,522,6321,7067,407,573,7,5,39761,44301
19,89667,12058,9092,3203,589,5095,3806,3451,2,6,37294,52877
26,20037,14093,8744,4511,1905,7945,7794,2576,8,7,47568,-22899
18,75526,18684,3940,5365,5562,6099,6909,3594,2,9,50153,28807
29,29693,17987,5736,3848,5920,4810,307,2791,5,1,41399,-9534
24,74090,16907,2072,4269,6061,2665,4158,1116,9,2,37248,38114
28,17451,14921,4887,1418,4073,7204,2108,4249,2,1,38860,-20062
20,80560,16026,7357,2479,2117,6069,4602,2352,2,9,41002,43581
20,20962,5082,11179,876,6004,6278,4351,4622,2,2,38392,-15463
19,31444,9074,3345,1750,4094,4311,76,1606,7,2,24256,9516
27,55443,19623,11978,1696,2025,3969,4025,4754,5,5,48070,9029
23,31506,12560,11223,2170,5868,762,6006,4470,9,9,43059,-6989
27,53384,2459,4006,3640,2195,4931,4046,2000,4,3,23277,32425
19,39248,4801,11422,3852,4190,4301,4185,2368,1,10,35119,6645
27,61162,18847,10602,3410,4541,1483,7967,1166,8,8,48016,16896
21,57690,2997,3819,5465,3662,8171,364,3503,6,10,27981,32952
27,84625,8384,8794,1856,1252,2059,1826,2742,9,1,26913,58633
26,83008,15223,9213,2266,1215,3202,6415,1145,3,10,38679,48152
26,75309,17299,5092,1865,6545,6186,4744,1518,10,2,43249,34732
23,58237,13198,7289,2864,2941,8021,1298,2574,7,8,38185,24045
21,50732,3678,4591,4476,3929,4997,1959,2792,1,1,26422,25005
24,23104,2864,9583,5926,5768,6302,4135,629,2,9,35207,-10830
18,49980,11382,4502,4341,974,7128,6317,1843,5,4,36487,14274
29,89990,4697,10853,3744,3321,4768,5618,3803,10,3,36804,56311
21,54560,14107,11421,1043,2151,4548,3692,1695,2,3,38657,17616
22,24554,4926,11548,3771,6651,1006,6786,2111,8,1,36799,-11296
25,60987,17735,5092,4163,2617,6787,665,3114,5,8,40173,23450
29,45985,16223,9061,1275,5298,746,7524,3810,9,4,43937,4686
19,63167,9542,3673,2120,4260,7184,6727,4204,3,1,37710,26694
29,55428,6429,11280,4812,2587,8052,4421,3978,6,5,41559,16264
22,82238,17362,8002,1031,3401,3214,3588,2227,4,10,38825,45463
23,77723,15931,9308,5044,3600,7255,724,2476,7,8,44338,37285
22,32038,9218,8659,1388,4092,3139,4378,3069,7,8,33943,2285
26,37219,4397,2499,2413,4872,7184,3243,1512,5,10,26120,15003
27,19271,16451,2325,4556,5907,4657,5413,2838,10,3,42147,-19013
18,42397,7814,8033,892,4155,2418,3527,3193,5,4,30032,15768
20,89491,9522,2887,2121,682,6421,213,3538,4,10,25384,67915
19,44602,17588,11187,3957,5534,1443,2006,1903,9,4,43618,4794
29,69471,14359,5673,5766,2122,8808,88,4290,7,3,41106,29066
20,77150,17762,9935,2863,583,3057,1606,4677,6,6,40483,39167
27,59227,17577,2928,1848,585,7198,5965,4584,3,3,40685,18631
26,38116,11970,6403,3360,2242,1488,4479,1131,5,6,31073,9149
26,21674,8510,7426,817,1810,8436,1192,4395,4,5,32586,-8193
27,32469,17005,9990,4974,1440,7193,4921,4655,5,2,50178,-16050
19,20446,17919,11846,1204,1536,8655,6044,1281,2,8,48485,-26751
20,35760,13561,2624,4271,1900,4779,4530,4257,5,7,35922,2766
21,16963,12349,6344,1541,3980,4067,7877,1283,7,7,37441,-18533
26,42262,18435,4371,3374,5320,7660,2655,920,10,6,42735,3649
20,20177,8058,6699,4744,3511,3613,318,3632,10,9,30575,-7167
24,26160,13553,10250,5153,6249,4714,6162,4457,3,4,50538,-22443
29,22543,5515,7116,3009,5213,3648,6810,3975,4,5,35286,-9321
20,54278,5330,8237,4506,6658,5387,3165,1089,1,9,34372,22249
24,44607,3674,11469,4310,4403,3386,7537,2968,9,3,37747,8877
24,32221,13057,10878,3524,1224,7790,5172,2328,3,3,43973,-11863
26,18323,19745,9627,5290,687,2981,4960,1853,10,8,45143,-22943
19,67105,10978,6610,5142,6877,2510,3044,1788,6,10,36949,33419
23,81968,18939,2532,2627,6504,1925,2476,4417,1,6,39420,44944
26,38238,17264,6497,5113,6395,8017,1546,1931,5,2,46763,-7514
29,78830,16594,5852,5687,5330,1167,2935,1593,10,3,39158,43675
29,88967,11954,5404,3249,3272,6032,4200,1037,5,8,35148,55567
19,23330,4112,4768,743,6788,6972,7689,4767,5,5,35839,-9821
19,59153,17523,4655,508,5112,602,4828,2018,1,2,35246,23248
22,23611,3701,4140,4154,3080,5960,4437,2979,7,3,28451,-1530
27,28872,4712,9724,3193,4200,4185,6163,3619,5,2,35796,-5625
27,64455,4316,2573,1823,3439,5664,7826,4123,1,5,29764,36489
29,49930,16659,3565,5939,1638,6988,4951,673,8,5,40413,12294
27,87022,8469,11997,2796,703,548,987,2899,6,9,28399,61371
25,77714,3610,2436,2870,3880,5447,4350,897,7,6,23490,57700
28,63716,8343,5589,3103,6543,8738,4737,1264,4,2,38317,25657
26,81704,17797,3398,4033,1845,5219,423,2807,1,1,35522,48131
19,15415,11319,11746,892,860,4327,7414,2290,8,7,38848,-19740
22,85779,11096,9691,1751,5745,1793,6289,3542,1,7,39907,47932
24,86435,10355,5266,3466,1643,6600,5201,4082,9,10,36613,52733
23,24888,11328,8408,5164,713,7408,2561,873,6,6,36455,-9838
23,60299,6710,5497,4839,2348,1816,5934,2286,5,2,29430,31886
24,73765,4025,6956,3628,3882,8250,5552,2442,2,8,34735,41346
20,77714,2105,3974,1666,1141,998,374,1526,8,4,11784,67411
20,30935,12213,11058,3066,1105,986,4855,1136,9,7,34419,-862
27,88002,11344,11245,3507,865,8079,5014,797,3,8,40851,51142
26,16320,17842,7410,692,1728,4974,46,3011,10,7,35703,-15341
25,61032,2698,9742,826,1398,6240,499,1472,8,3,22875,41640
22,32907,13462,4534,4620,4782,1388,6650,3718,10,8,39154,-3682
23,53002,10938,9573,4697,3271,5287,7758,2703,5,4,44227,11623
28,59838,8071,10219,1162,3564,7832,5243,4712,10,8,40803,22471
29,53912,11152,5217,4812,3250,4609,2392,4220,4,5,35652,20545
27,15552,5297,4335,5337,5880,8236,4524,4267,10,9,37876,-19417
18,35140,2208,6676,4525,589,7671,7761,2657,9,3,32087,6611
27,63737,9233,8395,4862,1488,1604,4884,1412,7,2,31878,32674
29,48367,3891,9329,4757,2940,680,5550,3160,4,4,30307,20875
18,39061,16826,4157,5273,5769,5267,5151,553,5,2,42996,-978
21,57124,5506,4691,1385,6063,1369,2033,3087,5,2,24134,33578
19,60638,4039,8541,4453,3711,8908,4882,4021,2,1,38555,22894
28,16982,11644,5342,2794,792,5885,1169,4835,5,8,32461,-11550
24,50765,8645,3555,3967,1989,3310,3863,2803,3,1,28132,23054
19,69681,3617,2275,1532,5226,6833,2990,4620,5,8,27093,46323
27,78232,10186,4736,5504,3669,1131,2665,2646,1,9,30537,50995
19,77349,2434,11539,1971,4765,8067,6813,1218,8,6,36807,44327
22,78474,12519,5089,5613,5929,630,1116,3236,9,7,34132,48997
21,44513,13355,9578,3144,1949,7059,245,2927,9,6,38257,8385
25,37592,16328,9968,5940,5485,1647,3412,3490,8,1,46270,-5943
21,38618,7258,4172,4571,1590,1061,1684,916,2,1,21252,19253
29,66632,14954,2152,1648,6699,4086,303,669,2,1,30511,36955
23,30409,9190,3604,540,4129,1595,2024,1098,10,3,22180,10360
22,24529,19824,8801,4256,3115,2672,449,2777,5,7,41894,-14851
28,39154,17596,9724,4256,650,7672,940,2555,6,8,43393,-2145
19,47882,14470,3826,3910,6961,583,3200,4967,5,1,37917,10918
28,59917,12747,10438,3466,5934,3487,533,3481,1,6,40086,22236
29,30701,14188,7509,5682,1483,7375,2615,3575,1,8,42427,-10335
25,83225,9713,3370,5611,2319,5642,2471,1699,8,5,30825,56337
19,67492,2380,7322,4296,1476,5579,6181,3000,5,2,30234,37448
26,17988,11016,7128,3780,6649,1405,2578,4483,8,4,37039,-16475
26,50919,13567,7811,3947,688,7293,3777,4400,3,4,41483,12268
20,63426,3637,3691,584,6960,3732,2652,2144,5,4,23400,41877
21,67167,14479,8674,4802,3278,3644,1905,1285,2,8,38067,31829
25,24013,2524,5390,3918,4256,6705,4977,3600,8,6,31370,-4241
26,54113,3093,4398,4756,6224,698,2262,2126,1,9,23557,31756
20,18574,2104,11862,5045,3071,5833,3758,3765,5,10,35438,-13291
22,22838,12546,2036,2663,1686,7421,3897,3491,7,1,33740,-9293
28,46368,6916,3627,4957,4401,4622,952,1603,10,1,27078,20085
25,47228,14323,4339,5870,3939,5600,6399,3660,5,2,44130,3406
20,64711,15336,8160,3459,3064,1471,5625,1284,3,5,38399,29251
24,61097,7156,3371,2730,5310,5814,3837,2727,4,6,30945,33387
28,70773,19426,2676,3223,1847,6058,5551,4134,9,3,42915,30376
25,43639,13626,7072,3139,5812,8542,1498,2273,5,1,41962,3087
27,29823,5501,2252,1530,5984,2870,4652,3756,3,7,26545,7104
28,38510,19925,4864,1430,3907,8589,6358,3338,7,1,48411,-7242
20,53333,18850,3616,5989,3125,8481,3291,3247,6,7,46599,10864
19,19435,4944,4231,5358,4252,5821,3575,2222,3,9,30403,-7619
27,53418,17905,8433,3159,1166,8118,3099,2990,10,1,44870,12171
24,72955,3591,2760,2321,5183,1871,6459,2749,3,8,24934,49468
29,74507,15522,5286,5840,1272,2558,4868,4190,4,10,39536,38059
26,66033,18153,8301,4309,3704,3603,913,1596,10,9,40579,29325
18,87972,6072,9066,2093,5449,1339,3037,2768,3,8,29824,61498
20,62219,5572,8834,1620,1664,6791,4055,2125,6,1,30661,31654
22,49477,7978,2392,2181,6979,6912,4004,3179,1,4,33625,16156
20,57721,2293,10622,2424,5453,8301,3279,4304,1,10,36676,22620
18,82228,3338,2996,2940,5094,5238,5084,887,7,4,25577,60224
24,30523,18151,9148,5063,1148,5506,5085,2132,8,1,46233,-13269
24,47326,17380,11283,3942,2723,7407,7960,4458,4,7,55153,-4500
27,57205,15045,3100,1707,5395,2799,3493,4439,7,7,35978,23461
29,15125,4498,10293,1666,5446,3115,5628,2935,2,10,33581,-15258
25,81735,17113,11084,5953,1559,1391,2022,660,9,9,39782,45813
22,31375,7728,4260,561,1487,4510,5760,3201,9,8,27507,9050
27,17711,5088,11980,662,2690,1725,5287,995,7,3,28427,-7883
29,47437,8281,4180,5147,5244,2796,950,3452,5,2,30050,20255
22,43022,17186,7316,1583,5123,5409,6886,3659,7,10,47162,-1733
22,24182,14839,3780,5847,2285,7016,862,3379,7,3,38008,-11905
18,86531,18771,8433,738,2027,8867,5286,2737,3,8,46859,42516
27,55950,2298,11471,3115,6649,3676,1630,588,7,6,29427,28676
22,27920,13652,6008,3293,5179,1364,2042,1658,3,3,33196,-5203
23,37144,6061,9373,4286,4819,7082,4064,760,3,2,36445,2726
29,17565,2473,5286,2540,2401,2601,587,749,7,1,16637,1587
18,68942,18161,6517,3612,2903,2868,7064,1095,7,8,42220,29179
28,85560,7057,4628,937,3485,1742,1270,4200,6,3,23319,65513
24,39691,15079,2538,1028,2350,1427,3478,590,7,3,26490,16744
18,48799,13405,3780,604,1507,6088,682,2941,10,5,29007,23087
28,81777,18168,8605,4977,5655,7391,3452,2969,10,5,51217,33418
19,49510,7289,4348,1738,1045,3443,1327,685,5,9,19875,33018
19,43975,10640,7407,4476,6517,4999,3291,4058,9,5,41388,5323
22,68242,4221,9169,2764,1024,846,5600,1736,1,7,25360,44971
27,61546,12174,3960,650,4510,7319,293,1475,5,7,30381,32861
24,38267,9075,5091,5993,2237,988,857,3207,3,7,27448,12369
18,84939,4316,9097,2293,1580,3347,2839,4389,8,5,27861,61084
27,19897,19658,5562,1130,2521,2906,4349,4393,7,3,40519,-17209
18,15163,15681,7081,5017,6062,8208,7300,4513,1,7,53862,-36619
18,67540,16953,6901,5241,1838,7585,2795,539,9,8,41852,28194
23,45030,6983,4304,2467,2658,1610,2491,2699,5,4,23212,24630
19,70313,9834,4485,706,3687,2925,912,4588,1,6,27137,43445
18,44870,12498,9928,3322,1830,6722,1188,2120,1,5,37608,9454
23,44482,18643,10175,1333,1270,1469,2318,813,8,10,36021,13608
19,46058,5206,2648,4273,6286,4903,7873,4078,3,2,35267,10626
23,72255,17820,9890,4241,2241,2434,3041,1129,9,1,40796,33392
27,79930,11704,5815,2000,4905,3660,1811,4773,8,6,34668,47771
25,65500,14930,8279,3135,4689,5286,669,4614,6,10,41602,28898
19,41379,12320,11743,4821,5674,7954,911,771,6,6,44194,958
28,82787,7178,11494,1303,4612,7299,1579,1607,5,7,35072,49947
26,38674,7358,4632,2357,1858,663,1722,1337,2,5,19927,20369
25,21590,6507,9903,3647,3633,5914,7299,3168,6,1,40071,-17664
29,46432,5508,3268,5111,3296,8420,4254,2260,8,6,32117,18716
27,55426,14902,3773,2346,2096,8422,6902,988,6,4,39429,18834
18,64584,17238,9020,4782,2480,8141,5416,902,7,7,47979,18392
24,53015,8754,5627,4219,1055,2594,2554,3130,2,2,27933,25032
27,88251,10921,3166,4534,5946,4601,1611,2946,2,9,33725,58253
23,84353,13204,4548,3086,4464,5352,385,2544,3,7,33583,52713
23,19600,7516,3550,5243,5747,5507,5639,1129,10,5,34331,-12657
23,39690,7799,4140,2565,4071,3068,5197,2005,7,2,28845,11701
23,48762,4929,7502,4880,3559,5438,5738,4912,8,1,36958,13372
27,52499,15885,8008,3479,4854,4296,5159,4484,4,5,46165,7068
24,22670,3530,8422,4470,3260,6433,6760,575,10,10,33450,-7734
29,32341,11302,7846,5609,1334,2874,6808,1806,6,5,37579,-3332
20,88823,18138,5520,3452,2147,2431,6461,4067,9,3,42216,48048
23,32015,2715,9928,5245,3559,7526,1593,1292,7,9,31858,4812
20,80126,11533,9125,1742,1366,7387,1350,846,4,10,33349,51499
24,70197,9527,10812,3191,1403,7673,3487,2677,8,1,38770,33593
24,64849,9223,7407,2467,2957,4638,3956,1161,8,5,31809,35783
25,30852,15421,4523,2904,5483,7949,7766,1875,7,4,45921,-12790
19,70361,16066,6767,755,642,2089,173,4393,5,2,30885,39963
26,36258,13279,10362,3155,6520,3443,358,1668,10,1,38785,-1435
22,77355,18585,7644,5893,5978,8318,1689,1515,10,10,49622,32376
26,56508,4140,4419,2336,4223,5834,809,984,6,4,22745,35709
27,82784,11248,11608,678,3286,3596,7174,3816,10,6,41406,45011
22,86728,5671,8077,4683,3890,1407,6711,1767,3,8,32206,57786
24,42410,10610,9677,5440,3195,5172,942,1642,3,10,36678,9191
28,24895,9370,2938,3966,3259,8951,4529,1165,4,2,34178,-7488
26,86942,14022,6930,527,3849,8628,428,3099,2,2,37483,51403
21,48924,4929,8352,3244,4389,6037,3651,1694,6,6,32296,19742
19,85831,12959,8943,553,4233,6094,7467,799,3,4,41048,47233
26,27264,5383,9611,820,5710,3262,1944,1713,2,10,28443,849
19,43038,18777,10064,4130,2221,1369,2355,1451,9,9,40367,8212
20,24136,13111,5177,3805,3653,2531,5777,2330,1,4,36384,-12496
27,28213,17570,7351,5849,4614,8624,1414,2161,4,2,47583,-17760
19,42431,9010,7100,4324,5998,5737,4373,1032,9,1,37574,7387
20,57290,10823,5796,831,5240,8832,7939,2634,5,6,42095,18451
23,82539,2321,4884,2217,3331,4594,3228,2023,6,1,22598,61452
20,57747,19447,11923,4043,2204,3872,7895,1713,4,6,51097,8688
27,84208,5111,3272,816,957,6868,2421,2091,10,8,21536,68076
25,87994,12985,8407,4051,6662,6804,4263,1652,6,6,44824,45947
28,84015,5086,3752,3408,1776,896,5555,2988,7,4,23461,62099
23,29887,15435,9670,3417,5812,2364,6513,3681,6,2,46892,-15531
24,15051,14162,9430,4816,6276,6872,2875,2377,6,5,46808,-29060
18,82695,11150,3691,1862,5274,7057,7141,2191,3,5,38366,47298
20,84926,6143,11449,647,3815,7252,3240,631,8,8,33177,54460
20,43491,8332,10623,2232,2108,6451,4043,3770,8,3,37559,8807
19,31080,8447,7173,3128,4394,1151,6728,3483,4,2,34504,-774
24,49880,11774,5905,5073,1596,2677,7950,552,8,1,35527,17146
26,74965,9863,8046,4518,1126,1348,7679,2005,9,2,34585,42840
21,62361,5176,8080,1709,1790,1561,6522,4933,5,2,29771,34108
29,81890,4416,8156,669,5217,1475,2124,2598,3,1,24655,59573
22,86156,9668,8814,2067,5787,6383,568,3433,7,8,36720,53633
20,84290,10651,8684,4896,5323,1018,6242,4365,4,8,41179,44656
28,31593,12486,4104,3935,3911,3448,2210,2662,8,10,32756,3876
26,31167,3229,7099,2377,2644,8496,5394,4437,3,4,33676,-1103
21,48005,3530,11376,4552,1399,4302,2964,4322,1,3,32445,16317
22,80471,14817,2436,3535,6211,8756,7124,3380,5,1,46259,36401
18,65728,11579,6325,3748,1197,4532,6540,4852,6,8,38773,30106
28,23691,4797,9008,4373,6580,8697,2836,3884,9,8,40175,-11355
29,24756,3363,10813,2691,3430,4859,343,1322,3,4,26821,-1029
19,51308,6502,10826,1022,4555,4648,7193,3612,6,5,38358,14353
29,79079,18836,3993,4052,6198,2812,3051,1116,8,4,40058,40993
26,80524,15101,4675,3206,4691,3353,3127,4526,10,5,38679,44000
19,75466,18961,7861,3032,4117,6803,4638,4113,4,4,49525,28185
22,24327,13204,4340,1321,3940,7690,5149,2828,10,9,38472,-9532
25,43520,9317,11601,4008,3916,2932,2583,4851,10,1,39208,7340
